_id,LOC_ID,LOC_NAME,AUSPICE,ADDRESS,PostalCode,bldg_type,BLDGNAME,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,subsidy,cwelcc_flag,Longitude,Latitude
1,1013,Lakeshore Community Child Care Centre,Non Profit Agency,101 SEVENTH ST,M8V,Public Elementary School,Seventh Street Public School,0,20,32,52,60,164,Y,Y,-79.50419384,43.59992437
2,1014,Alternative Primary School Parent Group,Non Profit Agency,1100 SPADINA RD,M5N,Public Elementary School,North Preparatory Public School,0,0,12,26,45,83,Y,Y,-79.42037489,43.705765578
3,1015,Cardinal Leger Child Care Centre (Scarborough),Non Profit Agency,600 MORRISH RD,M1C,Catholic Elementary School,Cardinal Leger Catholic School,0,10,16,26,50,102,Y,Y,-79.175461625,43.793287951
4,1016,George Brown - Richmond Adelaide Childcare Centre,Non Profit Agency,130 ADELAIDE ST W,M5H,Other,,10,15,40,0,0,65,Y,Y,-79.383809196,43.64968241
5,1017,Woodland Nursery School (Warden Woods Community Centre),Non Profit Agency,1 FIRVALLEY CRT,M1L,High Rise Apartment,,0,10,16,0,0,26,Y,Y,-79.2810286285,43.7029523574
6,1021,Centennial College Progress Campus Child Care Centre,Non Profit Agency,941 PROGRESS AVE,M1G,Community College/University,Centennial College Of Applied Arts & Technology,10,20,32,0,0,62,Y,Y,-79.227026428,43.785264658
7,1029,Air-O-Down Child Care Centre,Non Profit Agency,7 HAWKSDALE RD,M3K,Public High School,Downsview Secondary School,10,15,24,0,0,49,Y,Y,-79.479517489,43.730867839
8,1031,Cedarbrae Day Nurseries (20 Greencrest),Commercial Agency,20 GREENCREST CIRCT,M1G,High Rise Apartment,Greencrest Property,0,0,16,0,30,46,Y,Y,-79.2234312468,43.7583695279
9,1037,Tiago Avenue Community Child Care,Non Profit Agency,145 TIAGO AVE,M4B,Public Elementary School,Victoria Park Public School,0,0,21,0,30,51,Y,Y,-79.2981539649,43.7126977771
10,1041,Ledbury Park Child Care Program,Non Profit Agency,95 FALKIRK ST,M5M,Public Elementary School,Ledbury Park Public School,0,0,24,39,90,153,Y,Y,-79.427182305,43.727425311
11,1044,Alderwood Action After School,Non Profit Agency,544 HORNER AVE,M8W,Public Elementary School,Sir Adam Beck School,0,15,32,52,90,189,Y,Y,-79.548275664,43.601781231
12,1045,Children's Village Day Care Centre #1,Commercial Agency,1050 MARKHAM RD,M1H,High Rise Apartment,,10,10,32,12,30,94,Y,Y,-79.231567533,43.774364871
13,1046,Ferncliff Daycare And After School Group,Non Profit Agency,128 FERN AVE,M6R,Public Elementary School,Fern Avenue Junior And Senior Public School,0,0,32,52,100,184,Y,Y,-79.446112847,43.645180313
14,1055,Balmy Beach Community Day Care Centre,Non Profit Agency,14 PINE AVE,M4E,Public Elementary School,Balmy Beach Public School,0,0,16,52,75,143,Y,Y,-79.289826943,43.676435913
15,1060,Braeburn Woods Day Care Centre,Non Profit Agency,15 TANDRIDGE CRES,M9W,Public Elementary School,Braeburn Junior School,0,10,16,25,30,81,Y,Y,-79.548863811,43.728029826
16,1065,Network Child Care Services - Child's Nest Early Learning Centre,Non Profit Agency,121 COSBURN AVE,M4J,House,,20,20,0,0,0,40,Y,Y,-79.3473897066,43.6894844926
17,1067,Martingrove Child Care Centre,Commercial Agency,256 JOHN GARLAND BLVD,M9V,House,,0,15,24,10,15,64,Y,Y,-79.590958081,43.734260972
18,1070,Discovery Place Child Care Centre Ltd.,Commercial Agency,22 TUXEDO CRT,M1G,Purpose Built,,10,20,48,20,45,143,Y,Y,-79.2296426663,43.7805430702
19,1072,Carefree Preschool,Commercial Agency,370 DIXON RD,M9R,High Rise Apartment,,20,15,48,0,0,83,N,Y,-79.5561577436,43.6959151803
20,1079,East Scarb. Boys' & Girls' Club - Eastside Child Care Centre,Non Profit Agency,20 WALDOCK ST,M1E,Public Elementary School,Eastview Public School,0,15,24,26,45,110,Y,Y,-79.191280443,43.758963359
21,1082,Macaulay - Regent Street Child Care Centre,Non Profit Agency,48 REGENT ST,M6N,Synagogue,,10,10,24,0,0,44,Y,Y,-79.4700872989,43.6810721434
22,1083,Lori Gardens Centre For Early Learning,Commercial Agency,2405 FINCH AVE W,M9M,High Rise Apartment,,10,15,28,22,25,100,Y,Y,-79.544032103,43.750621289
23,1086,Network - Child's Nest Early Years And Child Care Centre - 123 Cosburn,Non Profit Agency,123 COSBURN AVE,M4J,House,,0,10,48,0,0,58,Y,Y,-79.3472700626,43.6894969221
24,1091,Eastside Club Day Care - 100 Galloway Road,Non Profit Agency,100 GALLOWAY RD,M1E,Community/Recreation Centre,,10,15,24,0,0,49,Y,Y,-79.193338505,43.757428446
25,1093,Martin Luther Child Care - Superior,Non Profit Agency,5 SUPERIOR AVE,M8V,House,,0,10,16,0,0,26,Y,Y,-79.4876370893,43.6149559543
26,1094,Arbor Glen Community Child Care Centre,Non Profit Agency,55 FRESHMEADOW DR,M2H,Public Elementary School,Arbor Glen Public School,0,0,24,26,45,95,Y,Y,-79.3557126812,43.8094949961
27,1095,Frankland Day Care Centre,Non Profit Agency,816 LOGAN AVE,M4K,Public Elementary School,Frankland Community School,0,0,0,26,50,76,Y,Y,-79.349680084,43.677150668
28,1098,Early Adventures Nursery School & Child Care,Commercial Agency,200 MELROSE ST,M8Y,Public Elementary School,George R Gauld Public School,0,15,24,26,30,95,Y,N,-79.498405689,43.620566264
29,1101,Beatty Buddies Daycare,Non Profit Agency,55 WOODINGTON AVE,M4C,Public Elementary School,Earl Beatty Public School,0,15,40,52,75,182,Y,Y,-79.321345627,43.686068457
30,1103,Selwyn Community Child Care Centre,Non Profit Agency,1 SELWYN AVE,M4B,Public Elementary School,Selwyn Public School,0,0,22,33,35,90,Y,Y,-79.3063291531,43.7084482439
31,1104,Mandi Day Care,Non Profit Agency,30 BARRHEAD CRES,M9W,Public (school closed),Mississauga Private School/ Rexdale (Closed),0,25,32,0,15,72,Y,Y,-79.566552194,43.719313229
32,1107,Educare Kindergarten - Rathburn,Commercial Agency,18 FOUR SEASONS PL,M9B,Office Building,Four Seasons Place,0,10,24,0,30,64,Y,N,-79.5627163167,43.6469200352
33,1111,Rolph Road Day Care,Non Profit Agency,31 ROLPH RD,M4G,Public Elementary School,Rolph Road Public School,0,0,20,40,65,125,Y,Y,-79.366000714,43.699854125
34,1116,Guildwood Child Care,Commercial Agency,3969 KINGSTON RD,M1J,High Rise Apartment,,10,20,32,12,30,104,Y,Y,-79.2033413635,43.751490726
35,1123,Ernie Boccia Creative Child Day Care (Rasheda Alli),Commercial Agency,1 NORTHWESTERN AVE,M6M,Multi Human Services Facility,Harold And Grace Baker Centre,10,20,16,0,0,46,Y,Y,-79.469786324,43.697936733
36,1125,First Stage - Burnhamthorpe,Non Profit Agency,500 THE EAST MALL,M9B,Public High School,Burnhamthorpe Collegiate Institute,10,15,16,0,0,41,Y,Y,-79.561694872,43.649167928
37,1127,Fairbank Memorial Day Care Centre,Non Profit Agency,555 HARVIE AVE,M6E,Public Elementary School,Fairbank Memorial,0,10,16,13,15,54,Y,Y,-79.455405701,43.691703239
38,1129,First Stage - West Humber,Non Profit Agency,1675 MARTIN GROVE RD,M9V,Public High School,West Humber Collegiate Institute,10,15,16,0,0,41,Y,Y,-79.5867086973,43.730930992
39,1130,Red Apple Day Care (Overlea),Non Profit Agency,135 OVERLEA BLVD,M3C,Public High School,Marc Garneau Collegiate Institute,10,10,16,0,0,36,Y,Y,-79.3349711654,43.7089842767
40,1135,Fraser School - Community Day Care Centre,Non Profit Agency,79 MANNING AVE,M6J,Public Elementary School,Charles G. Fraser Public School,0,10,44,26,60,140,Y,Y,-79.409483626,43.648530085
41,1137,Golf Road School Child Care Centre Inc.,Non Profit Agency,730 SCARBOROUGH GOLF CLUB RD,M1G,Public Elementary School,Golf Road Junior Public School,0,10,16,26,30,82,Y,Y,-79.21688767,43.763903609
42,1138,McKee McKids Enrichment Centre,Non Profit Agency,35 CHURCH AVE,M2N,Public Elementary School,McKee Public School,0,0,24,52,90,166,Y,Y,-79.411056255,43.774107859
43,1140,Leaside Day Care Centre,Non Profit Agency,206 LAIRD DR,M4G,Other,,20,35,44,0,0,99,Y,Y,-79.364199279,43.711090599
44,1141,Gold Circle Early Childhood Day Care Centre,Non Profit Agency,25 POYNTER DR,M9R,Public Elementary School,Westway Junior Public School,0,15,24,26,45,110,Y,Y,-79.548993308,43.690822116
45,1148,Park Lawn Preschool,Non Profit Agency,71 BALLACAINE DR,M8Y,Public Elementary School,Park Lawn Junior And Middle School,0,15,24,39,75,153,Y,Y,-79.496450189,43.6377151818
46,1150,George Harvey Child Care Centre,Non Profit Agency,1700 KEELE ST,M6M,Public High School,George Harvey Collegiate Institute,10,15,16,0,0,41,Y,Y,-79.473699191,43.684546506
47,1157,Children's Circle Of St. Barnabas,Non Profit Agency,361 DANFORTH AVE,M4K,Place of Worship,St. Barnabas Anglican Church,10,15,56,26,45,152,Y,Y,-79.352328558,43.677270845
48,1160,Morningside Children's Centre,Commercial Agency,292 MORNINGSIDE AVE,M1E,House,,0,15,16,10,0,41,Y,Y,-79.1879386335,43.7721629221
49,1167,McNicoll Avenue Child Care Program,Non Profit Agency,155 MCNICOLL AVE,M2H,Public (school closed),McNicoll Avenue Public School,10,15,24,0,0,49,Y,Y,-79.358084393,43.798981667
50,1169,N.Y.A.D. Guildwood,Non Profit Agency,225 LIVINGSTON RD,M1E,Public Elementary School,Guildwood Junior Public School,0,0,16,26,30,72,Y,Y,-79.19998986,43.7508296829
51,1170,Arpi Nursery School,Commercial Agency,39 CARL HALL RD,M3K,Industrial Building,,20,25,64,0,0,109,Y,Y,-79.477937189,43.746981167
52,1174,Bonaventure Child Care Centre,Non Profit Agency,295 DUFFERIN ST,M6K,High Rise Apartment,,10,25,32,0,0,67,Y,Y,-79.427304751,43.640041335
53,1180,Children's Primary Centre,Non Profit Agency,177 BEVERLEY ST,M5T,Place of Worship,Chinese Presbyterian Church,0,0,24,12,0,36,N,Y,-79.394247852,43.655569189
54,1182,Happy Day Child Care Centre,Commercial Agency,676 JANE ST,M6N,Purpose Built,,0,0,24,12,20,56,Y,Y,-79.4927883106,43.6684582856
55,1190,Abiona Centre For Infant And Early Mental Health's Early Learning,Non Profit Agency,40 HUMEWOOD DR,M6C,House,Humewood House,10,15,0,0,0,25,Y,Y,-79.427386594,43.684175563
56,1192,Nsheemaehn Child Care Centre,Non Profit Agency,1255 MILITARY TRAIL,M1C,Purpose Built,University Of Toronto Scarborough Campus,10,10,32,0,0,52,Y,Y,-79.188141955,43.785651926
57,1193,Childspace Day Care Corporation # 1 (50 Woodmount),Non Profit Agency,50 WOODMOUNT AVE,M4C,Catholic Elementary School,St. Brigid's Catholic School,0,0,0,52,68,120,Y,Y,-79.316847385,43.686816763
58,1194,Royal Day Care Centre Weston Inc,Commercial Agency,1737 WESTON RD,M9N,Purpose Built,Royal Daycare,0,10,56,0,39,105,Y,Y,-79.510582113,43.698647518
59,1196,Rosalie Hall Early Learning And Child Care Centre,Non Profit Agency,3020 LAWRENCE AVE E,M1P,Other,,30,25,24,0,0,79,Y,Y,-79.2485258383,43.7556002941
60,1200,Alpha,Non Profit Agency,20 BRANT ST,M5V,Public Elementary School,Alpha Alternative Primary School,0,0,0,0,30,30,Y,Y,-79.398222584,43.645722027
61,1201,Humewood Day Care Centre,Non Profit Agency,15 CHERRYWOOD AVE,M6C,Public Elementary School,Humewood Community School,0,0,32,52,30,114,Y,Y,-79.4280237018,43.6866436809
62,1204,Rexdale Day Nursery,Non Profit Agency,925 ALBION RD,M9V,Community/Rec Centre - City,Thistletown Multi Service Centre,0,0,48,0,25,73,Y,Y,-79.562580343,43.735470478
63,1205,Sandbox Day Care Centre,Commercial Agency,15 ORTON PARK RD,M1G,High Rise Apartment,,0,10,38,12,28,88,Y,Y,-79.2054482242,43.7652112364
64,1207,Humber Bay Child Care Centre,Non Profit Agency,50 CLOVERHILL RD,M8Y,Public Elementary School,Etienne Brule Junior Public School,0,15,24,26,60,125,Y,Y,-79.48968445,43.635618734
65,1211,Humber Child Development Centre,Non Profit Agency,205 HUMBER COLLEGE BLVD,M9W,Community College/University,Humber College Of Applied Arts And Technology,20,30,48,0,0,98,Y,Y,-79.606839866,43.729166545
66,1213,Avenue Road Nursery School,Commercial Agency,1498 AVENUE RD,M5N,Place of Worship,St. Ansgar Church,0,30,64,0,0,94,Y,Y,-79.4158334706,43.7220582825
67,1216,Roseland Day Care Centre,Non Profit Agency,990 JANE ST,M6N,Public Elementary School,Roseland Public School,0,10,16,13,30,69,Y,Y,-79.4990642754,43.6812353739
68,1221,Romero Bears Child Care Centre,Non Profit Agency,99 HUMBER BLVD,M6N,Catholic High School,Archbishop Romero Catholic School,0,10,16,0,0,26,Y,Y,-79.481017278,43.680309004
69,1229,Lescon Learners Child Care,Non Profit Agency,34 LESCON RD,M2J,Public Elementary School,Lescon Public School,10,10,24,26,30,100,Y,Y,-79.357738981,43.780829622
70,1231,Childspace Day Care Corporation # 2 (690 Carlaw),Non Profit Agency,690 CARLAW AVE,M4K,Catholic Elementary School,Holy Name Catholic School,0,15,24,26,45,110,Y,Y,-79.3472880616,43.6773560871
71,1232,Dawes Road Centre For Early Learning,Commercial Agency,391 DAWES RD,M4B,Other,,20,20,40,0,0,80,Y,Y,-79.2967584159,43.7017780919
72,1235,Silverstone Learning Centre,Commercial Agency,520 SILVERSTONE DR,M9V,Public Elementary School,Melody Village Public School,0,10,16,20,30,76,Y,Y,-79.594842585,43.738134746
73,1248,Brock Early Learning Centre,Non Profit Agency,93 MARGUERETTA ST,M6H,Public Elementary School,Brock Avenue Public School,0,15,32,26,60,133,Y,Y,-79.437844131,43.653049691
74,1250,Sunny Faces Day Care Centre - Rivercrest,Non Profit Agency,30 HAREFIELD DR,M9W,Public Elementary School,Rivercrest Public School,0,0,24,26,50,100,Y,Y,-79.569517738,43.729716175
75,1254,Baycrest Child Care Centre,Non Profit Agency,50 AMEER AVE,M6A,Public Elementary School,Baycrest Public School,10,30,48,52,30,170,Y,Y,-79.441705401,43.72869218
76,1255,Campus Community Co-Operative Day Care,Non Profit Agency,370 HURON ST,M5S,Purpose Built,,10,15,24,0,0,49,Y,Y,-79.400723993,43.66458077
77,1258,Carmelite Day Nursery,Non Profit Agency,108 HARRISON ST,M6J,Purpose Built,,16,25,48,44,42,175,Y,Y,-79.421990946,43.651204311
78,1266,Network Child Care Services - Just Kids Child Care Centre,Non Profit Agency,1695 KEELE ST,M6M,Place of Worship,York Memorial Church,10,20,32,0,0,62,Y,Y,-79.472600901,43.685143311
79,1267,Plains Road Child Care Inc.,Non Profit Agency,520 PLAINS RD,M4C,Catholic Elementary School,Canadian Martyrs Catholic School,10,20,32,26,30,118,Y,Y,-79.3193418547,43.69820851
80,1271,J.R. Wilcox Day Care Centre,Non Profit Agency,231 AVA RD,M6C,Public Elementary School,J.R. Wilcox Community School,10,15,24,26,30,105,Y,Y,-79.4363085191,43.6949553843
81,1272,Lef- Silverthorn Early Learning Earth Centre,Non Profit Agency,2700 EGLINTON AVE W,M6M,Office Building,York Civic Centre,10,10,16,0,0,36,Y,Y,-79.478412376,43.689884238
82,1278,Sheppard Square Day Nursery,Commercial Agency,5600 SHEPPARD AVE E,M1B,High Rise Apartment,Apartment Building,10,30,48,0,30,118,Y,Y,-79.2363445715,43.7950106411
83,1280,Tiny Treasure Montessori,Commercial Agency,627 BURNHAMTHORPE RD,M9C,Place of Worship,Renforth Baptist Church,0,10,48,12,0,70,N,N,-79.5732025422,43.6436607437
84,1285,Kingsview Child Care,Commercial Agency,340 DIXON RD,M9R,High Rise Apartment,,20,15,40,0,24,99,Y,N,-79.5538551662,43.6956175866
85,1287,Terry Tan Child Centre (Bloordale),Non Profit Agency,4258 BLOOR ST W,M9C,Place of Worship,Bloordale United Church,10,25,32,0,0,67,Y,Y,-79.5688556079,43.6346279603
86,1288,A & A Child Care Centre,Non Profit Agency,3380 MIDLAND AVE,M1V,Other,,20,40,48,0,30,138,Y,Y,-79.290343323,43.809294037
87,1294,Cottingham Child Care Centre,Non Profit Agency,85 BIRCH AVE,M4V,Public Elementary School,Cottingham Public School,0,0,24,26,30,80,Y,Y,-79.395609014,43.680379433
88,1297,West Hill Centre For Early Learning (Centres For Early Learning Inc.),Commercial Agency,4010 LAWRENCE AVE E,M1E,High Rise Apartment,,10,15,40,0,0,65,Y,Y,-79.1988475843,43.7667315745
89,1298,B.F. Toronto Centre For Early Childhood Education,Commercial Agency,45 GOLFDOWN DR,M9W,Public Elementary School,The Elms Junior Middle School,0,10,24,26,30,90,Y,Y,-79.552113787,43.722227299
90,1306,Bayview Gardens Day Care Centre,Commercial Agency,3125 BAYVIEW AVE,M2K,Church,Greek Orthodox Community Centre,0,30,40,0,0,70,Y,Y,-79.390626833,43.781607059
91,1309,Tlc - Tender Loving Care (Cross St.),Commercial Agency,44 CROSS ST,M9N,House,,0,10,16,10,24,60,Y,Y,-79.5259235589,43.704991839
92,1324,Cedarbrae Day Nursery (1375 Midland),Commercial Agency,1375 MIDLAND AVE,M1P,High Rise Apartment,,20,35,16,0,0,71,Y,Y,-79.2636073728,43.7499873653
93,1328,Donald C. Macdonald Child Care Centre,Non Profit Agency,116 INDUSTRY ST,M6M,Other,York Business Opportunities Centre,10,25,31,0,0,66,Y,Y,-79.493091533,43.694140114
94,1335,Blaydon Community Day Care Centre,Non Profit Agency,25 BLAYDON AVE,M3M,Public Elementary School,Blaydon Public School,0,10,16,26,22,74,Y,Y,-79.486256135,43.735357223
95,1336,Lef - Vaughan Road Infant And Toddler Centre,Non Profit Agency,529 VAUGHAN RD,M6C,Public High School,Vaughan Road Collegiate,10,15,24,0,0,49,Y,Y,-79.436702823,43.691021697
96,1339,Cedarbrae Day Nursery,Commercial Agency,1385 MIDLAND AVE,M1P,High Rise Apartment,,0,0,32,20,45,97,Y,Y,-79.2638428764,43.750636326
97,1340,Central Eglinton Childrens' Centre,Non Profit Agency,223 EGLINTON AVE E,M4P,Public Elementary School,Eglinton Public School,0,15,48,91,120,274,Y,Y,-79.390846829,43.707903743
98,1347,Children Of Tomorrow - John McCrae,Non Profit Agency,431 MCCOWAN RD,M1J,Public Elementary School,John McCrae Public School,0,0,0,26,60,86,Y,Y,-79.239886514,43.744044251
99,1348,Brookhaven Child Care,Non Profit Agency,70 BROOKHAVEN DR,M6M,Public Elementary School,Brookhaven Public School,0,15,24,52,60,151,Y,Y,-79.4956976768,43.7025148929
100,1350,Terry Tan Child Care (Rossburn) Facility #4450,Non Profit Agency,15 ROSSBURN DR,M9C,Public Elementary School,Eatonville Public School,10,10,32,26,30,108,Y,Y,-79.566615072,43.637840779
101,1351,Birchmount Place Centre For Early Learning,Commercial Agency,2360 BIRCHMOUNT RD,M1T,High Rise Apartment,,10,15,32,0,24,81,Y,Y,-79.2995706265,43.7829393273
102,1356,Vincent Massey Academy - (521909 Ontario Ltd.),Commercial Agency,68 DAISY AVE,M8W,Other,Vincent Massey Academy,0,45,48,0,0,93,Y,N,-79.528339976,43.597813879
103,1360,Immanuel Child Care Centre,Non Profit Agency,21 CHANNEL NINE CRT,M1S,Place of Worship,Immanuel School Society Of East Toronto,0,30,56,0,0,86,Y,Y,-79.257688104,43.783841891
104,1361,Dandylion Childcare Centre,Non Profit Agency,53 DONLANDS AVE,M4J,Public Elementary School,Wilkinson Public School (Annex),0,0,32,78,135,245,Y,Y,-79.337483239,43.682041627
105,1367,Kiddies Lodge Day Care Centre,Commercial Agency,764 ELLESMERE RD,M1P,Place of Worship,Members In Christ Assemblies,0,15,24,0,30,69,Y,Y,-79.2870119529,43.7649359323
106,1371,Knob Hill Day Nursery,Non Profit Agency,23 GAGE AVE,M1J,Place of Worship,Knob Hill United Church,10,15,24,0,0,49,Y,Y,-79.248828649,43.7490357018
107,1372,Central Neighbourhood House,Non Profit Agency,349 ONTARIO ST,M5A,Community/Recreation Centre,Central Neighbourhood House,10,20,16,0,0,46,Y,Y,-79.36887606,43.66052162
108,1373,Calico Saints Child Care Centre,Non Profit Agency,35 CALICO DR,M3L,Public Elementary School,Calico Public School,10,15,24,65,60,174,Y,Y,-79.503592042,43.737906172
109,1374,Palisades Centre For Early Learning,Commercial Agency,15 SAN ROMANOWAY,M3N,Community/Recreation Centre,Palisades Recreation Centre,20,15,48,24,30,137,Y,Y,-79.5160095136,43.7591084523
110,1379,Davisville Care Programme Inc.,Non Profit Agency,50 DAVISVILLE AVE,M4S,Public Elementary School,Davisville Public School,10,20,40,104,150,324,Y,Y,-79.394784882,43.698961435
111,1381,Centro Clinton Day Care Centre,Non Profit Agency,460 MANNING AVE,M6G,Public Elementary School,Clinton Public School,0,20,32,52,77,181,Y,Y,-79.414057574,43.657646075
112,1383,Kimbercroft Day Nursery 2,Commercial Agency,39 KIMBERCROFT CRT,M1S,High Rise Apartment,,0,0,48,0,30,78,Y,Y,-79.2388852552,43.7919230806
113,1391,Progress Childcare (Scarborough Inc. #1 (3 Glamorgan),Non Profit Agency,3 GLAMORGAN AVE,M1P,High Rise Apartment,,10,10,40,22,0,82,Y,Y,-79.282623224,43.768435059
114,1395,Tamarack Day Care Centre (765566 Ontario Inc),Commercial Agency,3315 MIDLAND AVE,M1V,Purpose Built,Commercial Space,0,25,48,24,45,142,Y,Y,-79.2884508161,43.8074060967
115,1396,Mothercraft: Robertson House (32 Heath Street West),Non Profit Agency,32 HEATH ST W,M4V,Purpose Built,Mothercraft,10,20,24,0,0,54,Y,Y,-79.396549387,43.690217265
116,1402,Mother Of Compassion Child Care,Non Profit Agency,40 SEWELLS RD,M1B,Catholic High School,Mother Theresa Catholic Secondary School,10,15,24,0,0,49,Y,Y,-79.214483491,43.809723233
117,1413,Albion Early Learning  & Child Care Centre,Public (City Operated) Agency,1545 ALBION RD,M9V,Purpose Built,,10,20,24,0,0,54,Y,Y,-79.58642587,43.740245499
118,1414,Centennial College East York Day Care (Plains Rd),Non Profit Agency,175 PLAINS RD,M4J,Public Elementary School,Diefenbaker Public School,0,0,0,13,30,43,Y,Y,-79.33164018,43.695042025
119,1420,Cast For Kids Child Care Centre,Non Profit Agency,1430 SHEPPARD AVE W,M3M,Public Elementary School,Sheppard Public School,10,15,24,26,45,120,Y,Y,-79.488260657,43.745424353
120,1425,Vradenburg Community Child Care Centre,Non Profit Agency,50 VRADENBERG DR,M1T,Public Elementary School,Vradenburg Junior Public School,10,15,24,26,30,105,Y,Y,-79.308286293,43.774342261
121,1426,Educare Kindergarten - Islington,Commercial Agency,2825 ISLINGTON AVE,M9L,High Rise Apartment,Swiss Court,0,10,32,18,30,90,Y,N,-79.5674794959,43.7483361093
122,1430,N.Y.A.D. Donwood Inc,Non Profit Agency,61 DORCOT AVE,M1P,Public Elementary School,Donwood Park Public School,0,10,16,26,30,82,Y,Y,-79.2623683219,43.7569869147
123,1434,Champions Children's Centre,Non Profit Agency,9 GRENOBLE DR,M3C,Public Elementary School,Grenoble Public School,0,0,16,26,60,102,Y,Y,-79.332759752,43.715431088
124,1439,Wexford Community Childcare Centre,Non Profit Agency,1 WAYNE AVE,M1R,Public Elementary School,George Peck Public School,10,15,16,26,30,97,Y,Y,-79.2936384069,43.7382670776
125,1440,Petit Pearson Child Care,Non Profit Agency,7 SNOWCREST AVE,M2K,Public Elementary School,Lester B. Pearson Public School,0,15,24,26,105,170,Y,Y,-79.38746232,43.792319441
126,1445,Children Are People Education,Non Profit Agency,272 CODSELL AVE,M3H,Community/Recreation Centre,Borochov Centre,20,55,56,0,0,131,Y,Y,-79.458920481,43.754734328
127,1448,Rainbow Village Childcare Centre (Mid-Scarborough Child Care),Non Profit Agency,2460 EGLINTON AVE E,M1K,Purpose Built,,6,25,56,13,30,130,Y,Y,-79.26264594,43.7341047804
128,1452,Cambridge Place Centre For Early Learning,Commercial Agency,30 DENTON AVE,M1L,High Rise Apartment,Apartment Building,10,15,48,20,0,93,Y,Y,-79.2876990656,43.6939780128
129,1453,Downtown Montessori At Coatsworth (Formerly Ward Nine -Coatsworth),Non Profit Agency,11 COATSWORTH CRES,M4C,High Rise Apartment,Hanson Building,10,15,32,0,0,57,Y,Y,-79.321136292,43.678997338
130,1454,Dunloe Children's Centre,Non Profit Agency,78 DUNLOE RD,M5P,Public Elementary School,Forest Hill Public School,0,0,56,0,30,86,Y,Y,-79.413938591,43.695376253
131,1458,Enriched Child Care Learning Centre,Commercial Agency,6030 BATHURST ST,M2R,High Rise Apartment,,0,10,24,0,0,34,Y,Y,-79.4475892246,43.7878226343
132,1460,Children's Village Day Care Centre #3,Commercial Agency,225 MARKHAM RD,M1J,High Rise Apartment,,10,15,24,16,40,105,Y,Y,-79.2190765702,43.746190112
133,1462,Howard Park Children's Centre,Non Profit Agency,30 MARMADUKE ST,M6R,Public Elementary School,Howard Public School,0,0,0,65,120,185,Y,Y,-79.452272093,43.650426307
134,1466,Heart Beatz Child Care - Cliffcrest Site,Non Profit Agency,2938 EGLINTON AVE E,M1J,Commercial Building,Torrance Plaza,10,20,24,0,0,54,Y,Y,-79.235713801,43.739882036
135,1467,Earl Haig Community Day Care (15 Earl Haig Avenue),Non Profit Agency,15 EARL HAIG AVE,M4C,Public Elementary School,Earl Haig Public School,10,15,46,65,105,241,Y,Y,-79.321250472,43.681331448
136,1475,George Brown - Esther Exton Child Care Centre,Non Profit Agency,55 AMEER AVE,M6A,Other,Baycrest Centre For Geriatric Care,10,15,32,0,0,57,Y,Y,-79.440379598,43.728914942
137,1477,Yonge Hearts Child Care Centre,Non Profit Agency,5176 YONGE ST,M2N,Purpose Built,Yonge Hearts Child Care Centre,20,30,64,0,0,114,Y,Y,-79.414333569,43.770074509
138,1482,East Toronto Village Children's Centre,Non Profit Agency,43 KIMBERLEY AVE,M4E,Place of Worship,St. Saviour's Anglican Church,0,20,32,0,0,52,Y,Y,-79.297705243,43.682810687
139,1484,Phoenix Child Centre,Non Profit Agency,625 SENECA HILL DR,M2J,Public Elementary School,Seneca Hill Public School,0,0,30,52,30,112,Y,Y,-79.350300223,43.7908790279
140,1486,Scarborough Village Day Nursery 1,Commercial Agency,215 MARKHAM RD,M1J,High Rise Apartment,,6,15,24,13,15,73,Y,Y,-79.218768113,43.744688035
141,1488,Esterbrooke Child Care,Commercial Agency,35 ESTERBROOKE AVE,M2J,High Rise Apartment,Esterbrooke Properties Inc,0,0,24,10,20,54,N,Y,-79.3501562964,43.7784516563
142,1491,Les Bouts D'Choux,Non Profit Agency,98 ESSEX ST,M6G,Catholic Elementary (French),Ecole Sacre Coeur,10,10,40,26,45,131,Y,Y,-79.424213406,43.667857551
143,1495,Pleasant Child Care Of North York,Non Profit Agency,288 PLEASANT AVE,M2R,Public Elementary School,Pleasant Public School,0,10,24,26,45,105,Y,Y,-79.434557685,43.789955418
144,1496,Main Square Day Care Centre,Non Profit Agency,265 MAIN ST,M4C,High Rise Apartment,,0,15,24,0,26,65,Y,Y,-79.299964232,43.687784182
145,1498,McMurrich Sprouts,Non Profit Agency,115 WINONA DR,M6G,Public Elementary School,McMurrich Public School,10,15,40,52,60,177,Y,Y,-79.431061957,43.678076368
146,1500,Faywood Boulevard Child Care Centre,Non Profit Agency,95 FAYWOOD BLVD,M3H,Public Elementary School,Faywood Public School,0,0,24,52,80,156,Y,Y,-79.446697333,43.739855033
147,1504,Fenside Drive Children's Centre,Non Profit Agency,131 FENSIDE DR,M3A,Public Elementary School,Fenside Public School,0,15,48,39,75,177,Y,Y,-79.3291298007,43.7645891223
148,1507,Cougar Court Child Care Centre 25,Commercial Agency,3225 EGLINTON AVE E,M1J,Other,,0,0,16,0,60,76,Y,Y,-79.21618361,43.743424849
